min,max,rainToday,rainTomorrow
12.8,17.9,0,1
11.7,19.2,1,1
12.4,19.7,1,0
13,20.6,0,0
14.8,22.7,0,0
13.1,20.3,0,0
13,21.5,0,0
14.7,20.3,0,0
12.7,19.2,0,0
13.8,21.4,0,0
17,29.2,0,0
18,25.2,0,0
8.6,20.3,0,0
11.8,19.1,0,0
12.7,20.1,0,0
10.5,25.5,0,0
14.4,29.7,0,0
17.1,34.4,0,0
17,19.1,0,0
13.5,17.8,0,0
14.1,19,0,0
13.4,18.7,0,1
10.8,22.3,1,0
13.9,16.5,0,0
9.3,15.8,0,1
8.5,18.8,1,1
12.1,19.6,1,0
10.6,24.1,0,0
14,31.3,0,0
19.4,21.2,0,0
16.8,22.8,0,0
15.2,26.9,0,0
16.2,32.9,0,0
14.8,25.9,0,0
16.3,20.6,0,1
13.6,20,1,0
12.6,23.4,0,0
12.9,24.7,0,0
17.7,22.2,0,0
14.1,20.1,0,0
15.7,20.1,0,0
13.3,24,0,0
15.2,25.5,0,0
15.2,26.6,0,0
15.8,32,0,0
16.4,19.1,0,0
15.9,21.5,0,0
16.2,25.4,0,0
16.5,26.5,0,0
17.9,22.5,0,0
18.4,23.7,0,1
17.9,26.1,1,1
18.1,23.3,1,0
17.1,19.9,0,0
16,22.1,0,0
13.2,23.9,0,0
15.5,20.2,0,0
17.5,21.4,0,0
17.4,25.6,0,1
17.7,17.8,1,1
15.9,22,1,0
17.2,24.8,0,0
14.2,22.1,0,1
14.9,21.5,1,0
15,23.3,0,0
17.2,19.6,0,0
17.2,22.2,0,0
18.9,25.7,0,0
18.3,28.1,0,0
19.5,25.2,0,1
19.6,25.6,1,1
18.4,24.2,1,1
20.2,28.6,1,0
20.4,26.5,0,0
20.6,25.4,0,0
20.5,24.3,0,0
19.3,25.2,0,0
20.3,27.9,0,0
20.2,28.9,0,0
20,28.5,0,0
21.4,28.2,0,0
20.5,40.4,0,0
21.2,23.2,0,0
20.2,25.5,0,0
20.8,29.4,0,0
21.4,34.8,0,0
20.9,25.3,0,1
17.9,21.7,1,0
17.4,26.3,0,0
18,27.3,0,0
21.6,28.8,0,0
21.6,44,0,1
21.4,23.2,1,1
19.1,24.3,1,1
19.9,26.8,1,0
20.4,29.1,0,0
20.9,22.8,0,0
20.9,24.9,0,0
21.4,27.6,0,0
22.9,30,0,1
20.2,22.2,1,1
20.1,22.2,1,1
20,24.7,1,1
19.7,22.9,1,0
21,27.7,0,1
17.6,19.9,1,1
17.3,22.8,1,1
18,24.5,1,0
21,25.1,0,0
21.9,27.2,0,0
20.9,28.7,0,0
19,28.2,0,0
19.4,28.5,0,0
20.8,27.2,0,0
19,28.6,0,0
20.2,26.7,0,0
20.1,26.3,0,0
19,27.4,0,0
18.9,25.3,0,0
20.5,22.9,0,1
19.2,28,1,0
19.6,21.1,0,0
14.2,21.6,0,0
15.4,24.1,0,0
16.9,27,0,0
17.9,25.1,0,0
21.2,32.3,0,0
22.8,27.4,0,0
21.5,29.1,0,0
20.4,24.4,0,0
21.8,28.7,0,0
20.5,28.6,0,0
20.5,27.5,0,1
17.4,21.2,1,0
15.4,24.5,0,0
17.8,23.7,0,1
16.2,24.4,1,0
16.7,23.9,0,1
17.1,20.9,1,1
16,21.5,1,1
17.1,23.6,1,1
16.2,22.4,1,0
15.3,23,0,0
15.7,23.9,0,0
16.3,23.5,0,0
15.7,23.3,0,0
15.3,26.2,0,1
17.7,26.3,1,0
16.8,26.8,0,0
16.2,26.4,0,0
17.1,27.2,0,1
17,20.8,1,1
15.1,21.9,1,0
15.8,23.8,0,0
15.2,19.6,0,1
13.5,19.2,1,1
12.2,19.4,1,0
14,24.4,0,0
13.3,23,0,0
13.4,21.6,0,0
13.4,21.3,0,0
13.6,25,0,0
14.8,25.6,0,0
15.2,27.7,0,0
15.3,24.6,0,0
18.4,21,0,0
17.2,27.9,0,0
15.7,18.3,0,0
12.1,22.8,0,0
14.1,23.8,0,0
13.5,17.9,0,0
11.8,18.7,0,1
13.3,20.1,1,1
14.5,21.1,1,0
14.9,21.5,0,0
14,21,0,1
15.8,20.8,1,1
15.1,22.9,1,0
13.8,21.8,0,1
13.8,18.6,1,1
9.6,20.7,1,0
13.5,21.4,0,0
11.7,19.7,0,0
10.2,17.9,0,0
8.8,17.9,0,0
8.9,18.3,0,0
12.2,22.7,0,0
11.5,17.2,0,1
11.8,18.9,1,1
14.5,19.8,1,0
12.7,19.1,0,0
10.2,20.2,0,0
11.3,18.7,0,1
13.2,19.5,1,0
14.5,20.9,0,0
11.7,22.1,0,0
12.2,23.2,0,0
14.1,21.4,0,1
15.1,15.8,1,1
11.9,17.1,1,0
10.5,18.3,0,0
13.3,19.5,0,0
13,20.4,0,0
16.4,22.3,0,1
13.7,18.9,1,0
13,19.3,0,0
12.3,21.7,0,0
12.4,21.4,0,0
13.1,16.5,0,1
12.8,19.3,1,0
11.8,18.7,0,0
12.7,17.7,0,0
10.8,16.6,0,0
8.6,16.4,0,0
8.5,16.8,0,1
9.7,14.9,1,1
9.6,15.1,1,1
9.6,15.7,1,1
8.3,15.1,1,1
9.9,15.9,1,1
10.2,15.6,1,0
8.3,17.7,0,0
9.8,18.6,0,0
16.3,19.2,0,1
12.9,17.3,1,1
13.4,15.9,1,1
12.3,16.4,1,0
12.2,17,0,0
10.1,17.9,0,0
9.4,19.3,0,0
11.6,21.6,0,0
13.6,20.9,0,0
7.6,16.8,0,0
7.8,17.5,0,0
8.4,16.9,0,1
9.6,14.5,0,0
9.3,16.9,0,0
10,19,0,0
10.4,17.1,0,0
11.5,19.1,0,1
12.6,17.6,1,0
13.9,21.4,0,0
14.1,22.2,0,0
13.2,21.6,0,0
15.8,21.4,0,0
14.4,20.2,0,0
8.2,16.5,0,0
6.6,17.3,0,0
8.1,16.5,0,0
10.5,15.6,0,0
10.5,18,0,0
8.6,19,0,0
9.5,18.1,0,0
10,18.3,0,0
11.3,21,0,0
12,21.1,0,1
12.8,17.5,1,0
9.7,17,0,0
10.7,20,0,0
10.8,18.8,0,0
10.2,19.4,0,0
8.6,20.3,0,0
10.2,22.5,0,0
12.2,18,0,1
9.4,13.8,1,1
9.3,18.8,1,0
12.3,22.3,0,0
11.1,20.4,0,0
12.7,26.3,0,0
8.9,20.7,0,0
11.4,20.8,0,0
10.8,15.7,0,0
7.4,19.4,0,0
12.9,23.4,0,0
10.6,22.5,0,0
13.1,22.3,0,0
5.9,17,0,0
7.6,18.6,0,0
11.7,20.4,0,0
11.9,19.9,0,0
12.6,21.2,0,0
16.4,27.7,0,0
14.7,23.2,0,0
13.7,21.6,0,0
13.2,23,0,0
14,21,0,0
12.8,22,0,0
12.4,27.9,0,0
15.9,23.6,0,0
15.1,31.2,0,0
17.2,20.6,0,0
17.5,25.2,0,0
17.7,30.3,0,0
13.6,25,0,0
11.9,21.5,0,0
10.7,18.3,0,1
12.8,23,1,0
13.2,19.2,0,0
14.4,18.5,0,1
14.9,22.9,1,1
13.9,24.7,1,0
14.2,23.4,0,0
11.4,23.1,0,0
11,19.8,0,0
12.6,21.7,0,0
13.2,24.3,0,0
16.5,25.4,0,0
15.9,26.2,0,0
14.9,33.5,0,0
12.4,22.4,0,0
11.3,30.3,0,0
14.9,22.1,0,0
12.4,26.3,0,0
17.2,30.9,0,0
12.1,24.3,0,0
14.7,19.8,0,1
10.6,19.5,1,0
11.4,26.4,0,0
14.6,27.7,0,0
17.3,19.3,0,0
14.2,21.8,0,0
11.9,26.5,0,0
15.9,35,0,1
17.6,21.6,1,0
14.8,25.4,0,0
17.8,35.3,0,1
13.4,17.6,1,0
9.9,21.2,0,0
11.5,25.9,0,0
17.5,34.4,0,0
14.2,20.3,0,0
13.3,21.6,0,0
15.8,24.9,0,0
16.6,26.2,0,0
19.2,25.5,0,0
19.7,34.7,0,0
16.9,26.1,0,0
11.1,20.6,0,0
12.8,21,0,0
14.8,24.9,0,0
18.8,23.2,0,0
16.2,23.4,0,1
13.9,20.5,1,0
14.7,24.7,0,0
17.1,22.2,0,0
15.8,26.1,0,0
16.1,34.2,0,0
15.9,17.5,0,0
15.7,19.8,0,0
12.9,21.9,0,0
14.6,25.9,0,0
17,26.7,0,0
20,28.7,0,1
16.8,22.3,1,1
15.8,19.7,1,1
16.3,21,1,1
15.7,24.6,1,0
16.4,25.8,0,0
16.4,24.7,0,1
14.2,21.3,1,1
15,19.1,1,1
14.6,21.3,1,1
16,22.5,1,0
16.4,23.5,0,0
19.4,26.7,0,1
19.9,22.1,1,1
18.3,22.8,1,1
16.5,23.4,1,0
16.7,23.6,0,1
15.5,20.7,1,0
14.7,23.2,0,0
16.2,23.4,0,1
19.5,20.8,1,1
15.8,21.9,1,0
15.5,22.5,0,0
15.7,24.1,0,0
15.9,25,0,0
17.3,24.4,0,1
19.3,27,1,0
12.3,21.2,0,0
14.8,23.3,0,0
18.5,26.4,0,0
18.6,28.6,0,0
21.6,32.3,0,0
19.8,25,0,0
18.2,24.9,0,0
18.6,27.7,0,0
20,23.3,0,0
18.9,26.3,0,0
19.5,26.5,0,0
19,27.3,0,0
19.9,26.8,0,0
19.6,25.1,0,0
19.4,24.8,0,0
20.9,23.4,0,0
21.1,26.5,0,0
21.2,34.7,0,1
18.5,21.1,1,0
18.7,21.3,0,1
19,21,0,1
17.9,24,1,0
19.3,28.1,0,0
18.9,28.1,0,0
18.6,28.8,0,0
19.7,26.9,0,0
20.3,26.4,0,0
18.6,28.4,0,0
20.6,27.9,0,0
19.4,29,0,0
19.6,29,0,0
18.4,24.8,0,0
19,26.3,0,0
20.9,26.3,0,0
20.6,24.2,0,0
20.9,23.6,0,0
19.7,24.2,0,0
20.7,24.6,0,1
19.4,23.1,1,0
18.9,23.7,0,0
17.2,28,0,0
19.6,28.5,0,0
19.3,28.6,0,0
19.2,28.7,0,0
18,24.2,0,0
19.1,25.5,0,0
20.6,29,0,0
20,27.3,0,0
19.2,25.6,0,1
18.1,23.9,1,0
16.7,24.2,0,0
16.4,25.3,0,0
17.7,28.1,0,0
19.1,28.2,0,0
19.5,25.2,0,0
19.6,25.7,0,0
20.6,27.7,0,0
21.2,29,0,1
20,23.7,1,1
20.5,23.8,1,1
20.8,25.3,1,1
19.3,25.4,1,0
20.2,23.2,0,0
19.6,25.9,0,1
20.3,25.8,1,0
19.5,24.2,0,0
20,25.6,0,0
18.9,24,0,1
18.3,25.9,1,0
20.4,28.4,0,0
19.7,28.6,0,1
21,24.3,1,1
20.3,22,1,1
18.6,22.2,1,1
18.5,22.4,1,1
19.1,24.5,1,0
18.9,25.4,0,0
17.9,26.9,0,0
20.1,23.9,0,0
20,28,0,0
21.6,28.2,0,0
19.1,27.3,0,0
21.2,28.7,0,0
19.8,27.5,0,0
18.6,27.9,0,0
19.4,24,0,0
20.2,27.8,0,0
18.9,25.4,0,1
20.4,31.1,1,1
15.2,25.8,1,0
15.3,26.6,0,0
17.8,23.9,0,0
20.4,26.5,0,1
19.9,25.4,1,0
18.2,26.6,0,0
20.2,26.1,0,1
19.5,21.5,1,1
17.4,23.1,1,1
18.2,24.2,1,1
20.1,21.6,1,1
18,24.9,1,1
18.5,23.3,1,1
18.2,24.3,1,1
18.4,25.1,1,0
18.4,26.2,0,0
18.8,25.7,0,0
19.4,27,0,0
20.6,21.8,0,1
19.3,23.4,1,0
18.6,21.7,0,1
17,23.4,1,0
17.4,24.2,0,0
17.4,24.7,0,0
18.3,23.2,0,1
19.2,28.1,1,1
17.9,21.4,1,0
16.8,21.3,0,1
15.3,19.1,1,1
14.5,19.7,1,1
15.5,21.3,1,1
14.6,21.4,1,0
14.1,24.1,0,0
16.3,21.7,0,0
14.3,23,0,0
13.3,22.6,0,0
13.8,25.1,0,0
14.5,23.9,0,0
15.2,28.6,0,1
15.1,21.5,1,1
15,23.2,1,1
17.6,19.4,1,1
15.2,20.2,1,0
14.8,23.7,0,1
18.1,23.1,1,1
12.8,19.7,1,0
13.8,21.9,0,0
12.8,16.8,0,1
10.6,20.3,1,0
8.3,19.5,0,0
9.7,20,0,0
12.9,19.1,0,0
12.1,18.7,0,1
12.4,20.6,1,0
13.8,22.6,0,1
15.3,22,1,1
14.2,21.6,1,1
14.7,21.4,1,0
14.6,22,0,0
12.6,21.8,0,0
12.9,22.3,0,0
13.4,23.1,0,0
14.1,24.1,0,0
14.4,24.9,0,0
15.2,23.2,0,0
15.5,21.6,0,0
14.7,24.7,0,0
14.3,25.5,0,0
16.4,25.1,0,0
17.1,24,0,0
16.1,24.8,0,0
17.5,22.9,0,0
17.3,23.8,0,0
12.4,20.7,0,1
15.1,19.2,1,1
15.3,20.3,1,1
15.8,20.7,1,1
13.1,21.3,1,0
10.4,20.3,0,1
14.1,17.8,1,1
14.9,16.6,1,1
11.6,17.9,1,1
11.7,17.1,1,1
10,17.8,1,1
12.9,18.3,1,1
11.7,18.4,1,0
13,20.3,0,0
11.7,18.9,0,0
14.1,19.1,0,1
10.7,16.9,1,0
9.6,18.8,0,0
9.6,18.2,0,0
12.3,18,0,0
12.9,19.6,0,0
12.4,21.2,0,0
12.8,19.9,0,0
11.8,17.8,0,0
11.6,17.1,0,0
11.8,16.2,0,0
12,18.7,0,0
10.7,19.7,0,0
10.6,18.7,0,0
8.9,20.7,0,0
10.3,15.3,0,0
9.3,16.3,0,0
7,16.6,0,0
7.8,16.8,0,0
7.7,17.1,0,0
8.8,20.9,0,0
10.5,18.1,0,0
8.4,17.6,0,0
7.5,17.1,0,0
8.1,17.5,0,0
8.8,18.8,0,0
9.9,16.2,0,0
9.2,18.2,0,0
6.7,17.9,0,1
7.5,14.7,1,1
7.6,15.7,1,0
10.1,15.9,0,1
12.5,18.5,1,0
9.6,18.4,0,0
7.6,15.6,0,0
9.1,14.8,0,1
9.7,15.5,1,0
9.9,16.2,0,0
9.6,16.3,0,0
10,17.8,0,0
10.4,16.8,0,0
10.9,18.3,0,1
13.8,16.7,1,1
9.3,17.9,1,0
9.6,19.6,0,0
11,21.4,0,0
12.9,22.8,0,0
11.6,23.5,0,0
13.5,20.4,0,0
6.7,13.9,0,1
7.2,15.2,1,0
8.5,17.2,0,0
9,18.1,0,0
9.6,18.7,0,0
8.6,16.9,0,0
9.2,16.4,0,0
11.4,19.7,0,0
10.6,18.2,0,0
8.3,13.4,0,1
8.1,14.2,1,1
9.5,15.1,1,0
7.6,16.3,0,0
10,16.9,0,0
11.6,16.7,0,1
13.6,19.8,1,0
10.8,16.4,0,1
12.1,16.8,1,1
10.9,15.2,1,1
10.9,16.8,1,1
11.6,16.8,1,1
10.9,17.8,1,1
11.4,18.1,1,0
11.8,19.9,0,1
12.2,17.6,1,1
13.4,18.4,1,1
13,18.4,1,0
10.8,16.4,0,1
11.7,16.6,1,0
12.5,18.5,0,0
11.3,23.9,0,0
14.9,16,0,1
9.5,15.5,1,0
10.9,15.8,0,1
10.2,16.3,1,1
12,18,1,1
11.6,17.1,1,1
11.8,20.5,1,0
13.4,19.6,0,1
13.9,23.2,1,0
11.5,23.7,0,1
13.9,19.1,0,0
12.8,22.2,0,1
13.6,20.3,1,0
16.3,22.8,0,0
13.5,22.3,0,0
10.9,17.4,0,0
9.4,19.4,0,0
10.3,18,0,1
11.5,18.6,1,1
12.4,20.5,1,0
12.4,22.1,0,0
13.1,22.9,0,0
15.8,23.7,0,0
15.8,18.5,0,1
13.7,19.4,1,0
13,22.8,0,0
14.4,29.1,0,0
16.1,28.6,0,0
16.4,19,0,0
11.5,23.2,0,0
15.7,21.2,0,0
17.4,23.8,0,0
14.6,31.1,0,0
17.9,25.9,0,0
18.6,29,0,1
15.5,19.4,1,0
15.7,22.7,0,0
14.7,22.6,0,0
15.4,22.2,0,0
16,25.3,0,0
17.9,26.6,0,1
13.9,17.8,1,1
9.7,16.1,1,0
10.4,21.4,0,0
12.5,18.7,0,1
12.5,21.1,1,0
12.8,22.8,0,0
14.5,19.8,0,1
15.5,18.6,1,0
14.5,23.4,0,0
14.4,25,0,0
18.1,24.6,0,0
18.3,24.8,0,0
18.7,25.4,0,0
17.9,30.4,0,0
15.6,26.2,0,0
16.3,23.5,0,0
15.4,24.9,0,0
16.1,27.9,0,0
20.1,34.8,0,1
14.2,21.5,1,0
15.3,23.6,0,0
16.4,24.3,0,0
17.1,24.4,0,1
15.1,19.9,1,0
15.2,22.1,0,0
15.1,25.6,0,0
16.1,22,0,0
18.1,22,0,0
17.2,23.9,0,0
17.4,22.8,0,0
17.7,25.6,0,0
17.5,24.9,0,0
18.8,22,0,1
16.9,28.8,1,1
15.9,24.2,1,0
19,23,0,0
18.6,23.6,0,0
18.4,28.2,0,0
20.5,38.1,0,0
19.3,24.6,0,0
19.9,29.8,0,0
20.9,26.9,0,1
21.5,25.5,1,0
18.6,23.3,0,0
19.6,23.3,0,0
18.7,23.7,0,0
19.3,27.7,0,0
18.1,27.1,0,1
19.1,27.9,1,1
18.9,28.4,1,1
20.4,29.2,1,1
20,23.5,1,0
19.5,28.1,0,1
18.1,27.9,1,0
19.2,28,0,1
19.4,26.2,1,0
20.1,25.8,0,0
19.6,26.6,0,1
20.6,23.4,1,1
17.9,21,1,0
16.3,23.6,0,0
16.6,24,0,0
17.5,28.1,0,0
19,25,0,0
20.3,22.2,0,0
20.1,26.4,0,0
19.2,22.8,0,0
18.3,23.8,0,0
18.3,28,0,0
19.6,26,0,1
19.3,23.5,1,1
19.4,24.5,1,0
19.3,28.7,0,1
19.8,26.5,1,0
19.1,22.8,0,0
19,23.6,0,0
18.4,24.6,0,0
20.5,26.9,0,0
20.3,24.6,0,0
20.8,28.5,0,1
21,24.6,1,0
20.8,29.4,0,0
21.6,28.9,0,0
21.4,25.4,0,1
21.4,27.4,1,0
21.3,30.4,0,0
21.4,29.6,0,0
21,29.7,0,0
20.6,27.3,0,1
20.6,21.9,1,1
20.4,22.4,1,1
19.4,27.5,1,1
21.4,34.9,1,0
21.1,26.7,0,0
21.6,28,0,0
20.6,32.7,0,0
22,27.9,0,1
20.3,22,1,1
18.4,26.2,1,0
19.5,28.1,0,0
21.3,28.5,0,0
21.9,28.1,0,0
21.6,30.5,0,0
21.1,32.2,0,1
20.7,22.3,1,1
19.3,21.5,1,1
17.1,21,1,1
15.2,21.4,1,0
14.6,25.1,0,0
16.7,24.9,0,0
20.3,25.7,0,1
18.5,23.2,1,1
19.1,25.9,1,0
16.9,23.4,0,0
19.4,25.4,0,0
20.2,26,0,0
19.1,27.8,0,0
19.1,31.8,0,0
23,27.5,0,0
22.7,30,0,1
21.6,27.5,1,0
22.9,30.8,0,0
22.2,28,0,0
21.6,30.1,0,0
21.1,30.6,0,0
21,29.1,0,0
20.6,29.3,0,0
19.9,29.3,0,0
20.3,28.9,0,0
20.8,24.5,0,1
19.8,24.5,1,1
20.1,25.7,1,1
20.6,26.5,1,0
21.2,25.1,0,0
20.2,25.7,0,1
19.7,26,1,1
20.1,26.8,1,1
19.8,28.9,1,0
21.1,30.3,0,1
19.6,23,1,0
17.7,28.1,0,0
22,27.6,0,0
20.4,28.3,0,0
16.5,27.6,0,0
20.3,27.9,0,0
20.1,25.5,0,0
20.5,27,0,0
21.7,27.2,0,0
21.2,28,0,1
19.8,25.4,1,1
20.3,23.3,1,0
16.4,24.5,0,0
17.3,23.5,0,1
18.8,23.6,1,0
15.9,24.3,0,0
20,28,0,1
21,26.1,1,0
19.4,30,0,1
19.5,23.1,1,1
19.1,23,1,1
19.1,25.9,1,0
20.5,26.9,0,1
16.5,22.6,1,0
18.1,27.4,0,0
13,24.3,0,0
14.5,22.7,0,0
17.3,26.9,0,0
18.8,24.5,0,1
18.4,23.5,1,1
18.2,27.4,1,0
18.7,26.8,0,0
19.9,21.2,0,1
17.7,19.4,1,1
16.1,22.9,1,0
16,25.7,0,1
15.2,25.1,1,1
13.9,22.9,1,0
16.4,20.2,0,0
14.9,20.3,0,1
15.4,22.5,1,0
15.6,22.1,0,1
14.6,20.2,1,0
14.4,22.2,0,0
16.2,25.7,0,1
18.2,27.4,1,0
20.6,24.1,0,0
19.9,24.2,0,1
18.3,21.5,1,1
13.2,18.7,1,1
16,19.7,1,1
14.8,19.4,1,1
14.9,20.5,1,0
15.3,25.4,0,0
16.4,25.9,0,1
12.3,18,1,0
12.6,18.1,0,0
12.5,18.1,0,1
14.7,19.1,1,1
15.1,21.3,1,1
16.6,21.9,1,1
18.6,20.4,1,1
17.3,20.1,1,0
15.5,25.7,0,0
13.6,20.2,0,0
11.1,20.4,0,0
9.8,19.5,0,0
10,20.7,0,0
11.5,20.7,0,0
15.2,21,0,0
12.3,22.1,0,0
12.9,17.3,0,0
7.7,17.1,0,0
11.9,18.4,0,1
13.8,17.8,1,0
12.6,18.6,0,0
14.1,17.5,0,1
14.4,20,1,0
15.5,24.9,0,1
14.9,20.3,1,1
13.5,17.5,1,1
11.6,17.1,1,0
10.5,17.1,0,0
11.4,20.1,0,0
11,18.3,0,0
12.2,20.8,0,0
12.4,22.8,0,0
16.3,20,0,0
13.6,20.5,0,0
12.7,15.2,0,1
10.4,14.5,1,0
7.3,15.3,0,0
8.5,16.6,0,0
9.4,19.5,0,0
8.6,14.5,0,0
9.8,18.8,0,0
11.8,19.8,0,0
13.1,22,0,0
13.8,22.9,0,1
12.7,16.8,1,1
12.2,17.6,1,1
12.7,17.5,1,0
13.2,20.4,0,0
10.9,18.4,0,1
12.4,19.1,1,1
14.1,19.1,1,1
15,16.6,1,1
11,18.6,1,1
10.3,13.7,1,1
9.5,14.5,1,1
9.8,16.2,1,1
10.1,18,1,0
9.6,19.4,0,0
12.3,20.6,0,0
13.8,18.5,0,1
13.9,17.2,1,0
10.8,20.3,0,0
9.6,16.6,0,0
11.6,18.6,0,0
10.9,18.8,0,0
12,16.5,0,0
6.7,16,0,0
8,15.1,0,0
7,16.8,0,0
7.4,19.1,0,0
8.8,17.3,0,0
8,15.1,0,1
8.8,14.9,1,0
8.2,16.1,0,0
9.3,19.4,0,0
10.1,20.1,0,1
8.4,14.2,1,0
8.2,17.3,0,1
9.1,16.5,1,0
6.9,16.1,0,0
9.4,14.5,0,0
6.6,13.2,0,0
7.9,13.9,0,1
8.8,15.4,1,1
9.3,16.5,1,1
10.8,19.3,1,0
10.6,16.1,0,0
11.7,17.9,0,0
11.9,19.5,0,1
11.6,20.3,1,0
11,19.9,0,0
7.5,15.2,0,0
6.8,15.7,0,0
8.1,16.3,0,0
9.4,20.1,0,0
12.7,20,0,0
10.2,22.9,0,0
14.3,27.8,0,0
10.7,19.3,0,0
8.7,13.6,0,0
4.6,14,0,0
6.8,15.8,0,0
6.8,16.3,0,0
8.6,15.6,0,0
8.1,17.8,0,0
9.3,20.6,0,0
10.4,20.9,0,0
8.4,17.8,0,0
9,19.2,0,0
7.9,17.9,0,0
9.3,16.7,0,0
10.7,20.2,0,0
10.1,20.8,0,0
9.8,15.2,0,0
9.5,19.2,0,0
11.4,20.1,0,0
11.3,22.6,0,0
14.4,25.2,0,1
15,16.8,1,1
12.6,19.4,0,1
11.1,19,1,0
9.6,19.5,0,0
8.7,16.6,0,1
13.4,22.3,0,0
11.5,21.5,0,0
14,21.5,0,0
13.6,21.9,0,0
13.5,17.8,0,1
13.6,19.6,1,1
13.1,19.5,1,1
13.8,18.5,1,1
12.4,23.6,1,0
14.4,19.4,0,1
8.6,14.7,1,1
8.3,15.9,1,1
10.7,17.6,1,1
11.6,18.8,1,1
12.4,17.1,1,1
10.5,20.7,1,0
12.5,23.5,0,0
14.6,21.5,0,1
15.6,25.6,1,0
17.3,23.6,0,0
14.2,27.4,0,0
17.7,34.2,0,0
16.9,29.9,0,0
16.9,28.4,0,0
19,19.7,0,0
17,20.5,0,0
17.2,24.7,0,0
15.2,25.8,0,0
14.9,26.8,0,1
16.1,26,1,0
19.3,23.1,0,0
18.8,26.3,0,0
16.7,24.4,0,0
17.2,23,0,0
18.3,24.2,0,0
19.3,21.8,0,1
18.6,25.9,1,0
17.6,25.8,0,0
18.5,29,0,1
17.7,24.6,1,1
14.5,19.8,1,0
13.7,24.2,0,0
15,25.5,0,0
17.7,30.5,0,1
16.1,18.6,1,0
14.4,21.2,0,0
14.4,24,0,0
14.9,25,0,0
17.7,26.4,0,0
17,23.4,0,1
18.9,26.9,1,1
19,19.6,1,1
17.9,20.2,1,1
17.1,22.6,1,1
17.7,25.1,1,1
18.1,23.5,1,1
15.7,20.3,1,1
14.8,22.8,1,0
15.6,25.8,0,0
18.3,24.7,0,0
19,23.9,0,1
18.2,27.4,1,1
16.6,22.2,1,1
16.2,20.2,1,1
14.7,21.5,1,0
15,26.3,0,0
16.7,35.8,0,0
18.8,27.4,0,0
20.3,40.3,0,0
20.1,22,0,0
17.8,23,0,0
16.7,26.1,0,0
19.5,27.4,0,0
17.5,30.9,0,0
20.8,39.3,0,0
18.4,24.1,0,0
19.2,23,0,0
19.7,25.1,0,0
18.4,24.1,0,0
18,28.6,0,0
18.8,21,0,0
17.7,23.3,0,0
15.8,23.7,0,0
15.6,26.7,0,0
16.8,27.3,0,0
19.2,26.4,0,0
19.9,27.8,0,0
19.4,26.1,0,1
18.9,24.5,1,0
19,36.5,0,0
18.5,23.9,0,0
18.6,24.1,0,0
17.7,27.5,0,0
19,27.9,0,0
19.4,25.3,0,1
17.3,25.9,1,0
18.1,28.1,0,0
18.4,28.4,0,0
18.5,25.4,0,0
19.4,25.8,0,1
17.9,19.6,1,1
17.1,22.3,1,1
17.9,23.4,1,0
19.5,25.8,0,0
18.8,24.2,0,1
18,20.6,1,1
16.4,20.9,1,1
16.5,22.6,1,0
15,24.6,0,0
17.5,25.1,0,0
17.9,24.9,0,0
18,25.3,0,0
19.1,23.6,0,1
18.7,25.3,1,1
19.1,21.1,1,1
18.6,19.9,1,1
15.8,25.6,0,0
18.2,24.1,0,0
18.9,28.3,0,0
19.5,26.4,0,1
21.8,33.4,1,0
21.5,28,0,0
22.2,37.5,0,1
15.9,21.9,1,1
14.8,24.1,1,1
17.9,21.6,1,1
17.1,26.1,1,0
18.1,29.3,0,0
20.8,31.2,0,0
22.9,28.1,0,1
21.8,28.2,1,1
22,27.8,1,0
21.7,25.5,0,0
21.9,27.4,0,0
21.9,29.9,0,0
21.9,25,0,1
20.7,27.9,1,1
20.6,27.5,1,0
21.8,27.6,0,0
20.5,31.7,0,0
19,28.7,0,0
17.7,26.6,0,0
19.9,29.4,0,1
20.4,23.1,1,1
20.4,24.1,1,1
19.4,26.7,1,0
20.3,26.9,0,0
19.4,26.3,0,0
22.3,27.3,0,0
19.7,29.8,0,0
20.2,27.6,0,0
21.4,29.1,0,0
20.9,29.7,0,0
20.7,28.3,0,0
23.5,28.8,0,0
21.9,26,0,0
20.5,23.9,0,0
19.6,26.9,0,0
21.7,31.1,0,0
23.7,26.9,0,0
23.6,27.5,0,0
21.3,30,0,0
20.6,31,0,0
20.3,30.6,0,0
21.3,28.9,0,0
22.4,25.6,0,0
22,27.5,0,0
20.2,27.8,0,0
19.8,27.5,0,1
20.4,26.6,1,0
20.5,30,0,0
21.2,29.2,0,0
20.6,29.2,0,0
19.6,28.6,0,0
19.7,28.8,0,0
19.9,28.7,0,0
20.3,26.3,0,0
20.5,28.7,0,0
19.9,26,0,0
20.2,28.8,0,0
20.7,28.8,0,0
20.6,28.3,0,0
20.5,26.9,0,1
20.5,22.9,1,1
19.2,23.2,1,1
19.1,24.6,1,0
20.4,27.3,0,0
15.4,22.7,0,1
16.3,20.6,1,1
16.5,21.4,1,1
15.5,21.9,1,1
16,24.6,1,0
18.1,28.7,0,0
19.1,24.7,0,0
17.8,26.2,0,0
19.4,26.6,0,0
20.7,28.8,0,0
21,24.5,0,0
19.8,27.1,0,0
17.1,23.3,0,0
17.6,25.8,0,0
17.6,30,0,0
20.7,25.4,0,0
21.5,28.3,0,0
19.8,26.7,0,0
19.5,28.6,0,0
